"ID","post_title","coords"
43660,"MOU - Museum van Oudenaarde en de Vlaamse Ardennen","50.8469306,3.6014367"
43670,"Gemeenschapscentrum Hof ten Hemelrijk","50.9685056,4.1872016"
43673,"Natuurhistorisch Museum Maastricht","50.8448538,5.687791"
43683,"Huis van Alijn - Museum van het dagelijks leven","51.0574001,3.7233305"
43688,"Nationaal Bevrijdingsmuseum 1944-1945","51.7856667,5.9364371"
43694,"COOVI - secundair onderwijs","50.815494,4.294538"
43700,"Choco-Story Brussels","50.8468413,4.351321"
43708,"Verbeke Foundation","51.2062441,4.0756996"
43715,"Museum Paul Tetar van Elven","52.0095143,4.3587835"
43722,"Gevangenismuseum","51.3555998,4.8263016"
43727,"Fietsenwinkel Huis Lippens","51.3059671,4.4845997"
43730,"Brezan Autoparts","51.2450895,3.2020539"
43733,"Natuureducatief Centrum Bastion VIII","51.0276606,4.0955022"
43736,"Opvangcentrum voor Vogels en Wilde Dieren","51.1424568,3.3409522"
43743,"ZLDR LUCHTFABRIEK","51.0386613,5.3295368"
43755,"Bakkerijmuseum","51.0591392,2.6665328"
43763,"Bibliotheek Zonhoven","50.9907607,5.366185"
43768,"Continium Discovery Center","50.8617704,6.0580312"
43778,"Modemuseum Hasselt","50.933676,5.3382558"
43785,"Restaurants en schoolwinkel Hotelschool Gent","51.0484575,3.7339863"
43788,"Natuureducatief centrum De Kaaihoeve","50.9037693,3.6930927"
43795,"Kröller-Müller Museum","52.0955181,5.8166064"
43802,"'t Gasthuys - Stedelijk Museum Aalst","50.9379401,4.0431257"
43810,"Schleiper","51.2070106,4.418986"
43812,"Schleiper Be Creative","50.8352839,4.3810349"
43817,"Museum voor Heem- en Oudheidkunde","51.1338183,4.4471238"
43822,"Italiaans restaurant L'Altro Mondo","50.848877,4.3529116"
43825,"Fitness Club 9400","50.8310503,4.0231694"
43829,"Bijenteeltmuseum Kalmthout","51.3758657,4.4495487"
43841,"Gemeenschapscentrum Den Ichter","51.0439896,5.5831243"
43844,"Bibliotheek Kluisbergen","50.7911852,3.5155438"
43849,"vzw Mobiel","50.8235406,3.2629702"
43852,"Fietsen Vergauwe","51.2359172,3.5217912"
43855,"Teylers Museum","52.3803511,4.6403448"
43866,"Bed & breakfast La Grange de Saint-Romain","44.708033,1.401809"
43872,"MNC Heempark","50.9639255,5.5214085"
43879,"CC De&nbsp;Steiger","51.0876492,4.3657065"
43884,"Museum van Deinze en de Leiestreek","50.9820673,3.5263335"
43892,"Fit & Relax Center","50.9613177,4.3423406"
43910,"Fietswinkel SEBE","51.3314066,5.096492"
43913,"De Computerfabriek","50.8484271,3.2628075"
43919,"Hagelands Vredesmuseum","50.9206968,4.8866603"
43922,"BELvue museum","50.8426107,4.3606882"
43933,"BOZAR - Paleis voor Schone Kunsten","50.8442226,4.3595052"
43944,"Chambres d'hôtes Maison Les Fraysses Frankrijk","44.505414,1.486093"
43955,"Boekhandel Malpertuis","50.9643075,5.5022384"
43960,"Museum van het Belgisch Trekpaard","50.760615,4.0249851"
43967,"Vakantieverblijf Le Loup d'Engreux","50.0900933,5.7198928"
43974,"Bibliotheek 't Vlaams Stripcentrum","51.1682669,4.3867053"
43980,"RossCOM.biz","50.9801503,4.1424027"
43983,"Museum Hindeloopen","52.9432849,5.3986164"
43993,"Boekhandel De Boekuil","51.1714905,4.4482375"
43996,"Gocartevent.be","51.031621,4.2501229"
43999,"Westfront Nieuwpoort","51.1370522,2.7540346"
44007,"Museum De Velodroom","51.1569142,3.113906"
44015,"Nationaal Tabaksmuseum","50.7756485,3.0337295"
44032,"Worlds' End Comicshop","51.0493023,3.7258769"
44035,"Boekhandel Beatrijs","50.8450506,3.6030531"
44040,"Bibliotheek Menen","50.7926511,3.1248409"
44049,"Boekhandel Salvator","51.0282034,4.4814431"
44052,"Tennis- en Squashcenter 't Sas","51.1093884,4.5250481"
44058,"Museum Stoom en stroom","50.9255128,3.1950192"
44061,"Eperon d'Or","50.9212994,3.2126434"
44069,"Hademus Studio gitaarlessen","50.8368721,4.9271719"
44085,"Hotel De Maretak","51.0315411,5.7364297"
44094,"Snuiftabak- en Specerijenmolens De&nbsp;Ster en De&nbsp;Lelie","51.9315781,4.5212713"
44098,"Kasteel van Horst","50.9321832,4.8320583"
44104,"De Schorre - Binnenspeeltuin","51.0924256,4.3779474"
44110,"Bed & breakfast Aux quatre bonniers","50.5767223,5.7342468"
44119,"Speelgoedwinkel Het Huis van Muis","51.2366953,4.9806471"
44122,"Kinsport Bowlingcentrum","51.1455599,5.7391857"
44125,"Optiek Cassiers","51.0305957,3.682583"
44128,"Koset","51.1654781,4.1372728"
44131,"Opticien Tom De Roos","51.0271178,4.4786572"
44139,"Letters & Co","50.9834759,3.5271737"
44152,"Bed & breakfast Te Lande","50.8349842,2.9969375"
44157,"Museum DE MINDERE","50.8138663,5.1865628"
44169,"Provinciaal domein Het Leen","51.1728222,3.5832613"
44174,"Terlinden: didactisch restaurant van hotelschool Aalst","50.9407698,4.0154772"
44177,"Kopies en drukwerk Copy House","50.8481921,4.3567551"
44180,"Belevingscentrum 'Vrij Vaderland, leven achter het front'","51.0550052,2.6684668"
44189,"Belgische Improvisatie Liga (BIL)","51.2139557,4.4431772"
44200,"Museum Boijmans Van Beuningen","51.9144227,4.4731277"
44206,"Naturzentrum Haus Ternell","50.6133173,6.1011205"
44211,"KASKcinema","51.0439992,3.7154259"
44224,"Arboretum Kalmthout","51.3913673,4.4664023"
44233,"Vakantieverblijf Peace Village Hostel","50.7620388,2.8944175"
44243,"Fitality Fitness","51.1447909,4.3959395"
44246,"Mijnmuseum","51.0682049,5.2210014"
44275,"Zimmertoren","51.1294446,4.5693296"
44292,"Hallepoort","50.8329997,4.3448675"
44309,"STAM - Stadsmuseum Gent","51.0439992,3.7154259"
44317,"Bibliotheek Overpelt","51.2117133,5.4278363"
44320,"Bezoekerscentrum Jules Destrooper","50.9793005,2.7466714"
44325,"Speelgoed en kinderboeken JOJO","51.3149028,4.4291167"
44328,"Museum Het Zotte Kunstkabinet","51.0302329,4.4774436"
44333,"Villa Verbeelding","50.9304663,5.3300889"
44346,"Body-World Fitness","51.0407598,4.6287632"
44354,"Vizi Opticiens Wilrijk","51.1725243,4.3939698"
44357,"Boekhandel Het Voorwoord","51.077332,4.7214818"
44360,"Boekhandel Luco","50.9209574,3.2027053"
44370,"Scheepvaartmuseum Baasrode","51.0359412,4.1675623"
44377,"Trudopas Sint-Truiden","50.8019192,5.2202655"
44384,"Sint-Hermescrypte","50.74934,3.59979"
44386,"Must - Museum voor textiel","50.7505367,3.6005095"
44392,"Heemmuseum 'Ontrent den Hover'","51.13294,4.3297237"
44397,"Alpy vzw","51.0145329,3.6661384"
44403,"Verfland","50.9077964,5.317058"
44408,"Kasteel Cortewalle","51.2146837,4.2625297"
44414,"Boekhandel De Groene Waterman","51.2216484,4.4027891"
44417,"Hunebedcentrum","52.9310756,6.7975076"
44430,"Bibliotheek Sint-Pieters-Leeuw","50.7798,4.24368"
44440,"Cosmodrome","50.9573,5.535234"
44463,"Fotografie Dreamdots Studios","51.1646168,4.9674352"
44468,"Volkssterrenwacht Armand Pien","51.0452838,3.7236208"
44476,"BMx Computers","50.91032,4.30096"
44479,"Kasteel Wijnendale","51.0791485,3.0622363"
44482,"Bloemen Blavier","50.7397681,5.1810497"
44485,"Sint-Pietersabdij","51.042886,3.7265083"
44494,"Klompenbelevingspad","51.0873823,5.0242977"
44498,"Klompenmuseum Den Eik","51.0873823,5.0242977"
44505,"Creactief: weekends en vakanties","51.1656188,4.4678623"
44509,"Vakantieverblijf Relaxhoris","50.4439001,5.6017486"
44512,"Spectrumschool Deurne","51.21733,4.4820472"
44515,"Fietsen Vets","51.0318787,4.7578096"
44522,"Bezoekerscentrum Sincfala","51.3376467,3.2455964"
44528,"Pop-up workshop 'Studio Congo Mini'","50.8451215,4.3595637"
44533,"Pop-up workshop 'Groene aarde'","50.8365089,4.3764933"
44536,"Pop-up workshop ‘Congo: kolonisatie en dekolonisatie’","50.8426107,4.3606882"
44548,"Taxandriamuseum","51.3254318,4.9471506"
44554,"Begijnhofmuseum Turnhout","51.326777,4.9429317"
44560,"Nationaal Museum van de Speelkaart","51.3201505,4.9518686"
44567,"Ecomuseum en archief van de Boomse baksteen","51.0939537,4.3495579"
44572,"Connecterra","50.9999122,5.702626"
44577,"CC Lanaken","50.8888139,5.6564158"
44583,"CC 't&nbsp;Getouw","51.1867665,5.1216177"
44588,"Chabot Museum","51.9146865,4.472381"
44593,"Ecohuis Antwerpen","51.2150386,4.4343589"
44605,"Volkssterrenwacht Mira","50.9345729,4.3688692"
44618,"Vakantieverblijf Rootmolen","50.8619412,5.423023"
44621,"Vakantieverblijf Hoeve&nbsp;Jadoul","50.7046336,5.1715108"
44624,"Hopmuseum Poperinge","50.8551876,2.7224374"
44633,"CC Temse","51.126564,4.2206647"
44638,"Museum voor Folklore","50.8736529,3.8279902"
44653,"Vakantiewoning Haus Turbes Beverburcht","50.31623,6.25248"
44656,"Refill Station","50.9435225,5.3555542"
44659,"Speelgoedwinkel De Speelkamer","51.3198319,4.8569071"
44662,"Bibliotheek Bornem","51.0946343,4.2317056"
44670,"Paleis Het Loo","52.2342245,5.9459853"
44678,"Museum De Grutterswinkel","53.2016787,5.7933506"
44686,"Natuurhistorisch Museum Boekenberg","51.2207104,4.4648012"
44696,"Davy's Health & Sport Center","51.0123233,3.922875"
44699,"Vakantieverblijf d’Uyterwaerde","50.9832734,5.7457979"
44708,"Bed & breakfast Welcome Home","51.0982856,4.9824898"
44711,"Fietsen Dirk","51.0642175,3.6360837"
44714,"Turninum - Volksmuseum Deurne","51.2203748,4.4583311"
44721,"NETWERK, centrum voor hedendaagse kunst","50.9426426,4.0428386"
44728,"Boekhandel Café Libro","51.0869299,4.9153419"
44737,"Bed & breakfast Posada los siete arcos Spanje","36.7341579,-4.6057612"
44748,"Kinder- en jeugdboekhandel Verhalenhuis","51.0377819,3.7476499"
44823,"Volkssterrenwacht Urania vzw","51.1448357,4.4654302"
44828,"WALPURGIS Muziektheater","51.1750669,4.4445294"
44835,"Provinciedomein Het Vinne","50.8431708,5.1256094"
44845,"Vakantieverblijf Domein Gajolles","43.779238,0.413118"
44849,"Vakantieverblijf Domaine des Campeaux Frankrijk","43.6801201,5.9443556"
44853,"Kasteelruïne en Fluweelengrot","50.8610671,5.8303967"
44860,"Didactisch Restaurant ’t&nbsp;Stoktshof Turnhout","51.3226968,4.9227411"
44863,"Bibliotheek Pepingen","50.7400766,4.154584"
44870,"De Marketiers","51.0633541,5.0887273"
44873,"Parlamentarium","50.8390372,4.3733272"
44879,"Provinciaal Molencentrum Mola","51.1483016,3.8647966"
44884,"Bibliotheek Pittem","50.9919823,3.2650387"
44887,"Gemeenschapscentrum Tentakel","50.9876395,5.414383"
44893,"Creazione","51.1291566,4.5601756"
44896,"DS Art Fotografie","50.8479718,2.8791982"
44908,"Deno Computers","51.0857384,3.4488259"
44911,"Kopies en drukwerk Repro","51.2513475,4.4565262"
44917,"Kunstgalerie De Mijlpaal","51.0354675,5.2868176"
44920,"Vakantieverblijf Villa Pierrette","43.9467271,4.6380238"
44923,"Optiek Katrien","51.13066,2.66735"
44926,"Hobby- en kantoorwaren De Schacht","51.2025468,3.226031"
44929,"Optiek Evi Maes","50.836679,4.0184868"
44932,"Muziek- en boekhandel Collector Shop - Den Elder","51.2106389,3.2357615"
44938,"Compu City","50.8465518,5.5037491"
44948,"Restaurant hotelschool Stella Maris","51.2425723,4.4378233"
44954,"Stampe en Vertongen Luchtvaartmuseum","51.2145255,4.4731932"
44957,"Heemmuseum Het Molenijzer","51.0468038,4.625566"
44963,"NAVIGO Nationaal Visserijmuseum","51.1162199,2.6832947"
44970,"9 Levens","50.7333893,4.2340812"
44978,"Boekhandel Pardoes","51.0266546,4.4787649"
44983,"Openluchtmuseum Ellert & Brammert","52.8524275,6.750903"
44988,"Bibliotheek Bocholt","51.1743658,5.581208"
44999,"Abdijmuseum Ten Duinen","51.1087686,2.6292419"
45006,"Stadsmuseum de Hofstadt","50.9842625,5.0504508"
45011,"Verlichting Light Gallery","50.9737178,4.5647386"
45019,"Drukkerij en papierhandel Claes","51.0965714,4.3684297"
45022,"Optiek Optic-Services","51.1091254,4.6322425"
45036,"Het Timmermans-Opsomerhuis","51.1286899,4.570683"
45045,"Stedelijk Museum Wuyts-Van Campen en Baron Caroly","51.1313832,4.5676562"
45052,"Fietscenter Luc","51.0594616,4.8326989"
45055,"GoalMine - Luminus Arena - KRC Genk","51.0048666,5.5317915"
45061,"Streekmuseum der Zuiderkempen","51.139002,4.9063385"
45064,"Hobby-, school- en kantoorbenodigdheden Van Hoye","51.2053921,4.0401759"
45067,"JB-signs","50.9670449,3.487345"
45070,"het MOT | Museum voor de Oudere Technieken","50.927191,4.3724858"
45088,"M HKA - Museum voor Hedendaagse Kunst","51.2108962,4.3901588"
45093,"Bayernwald loopgraven","50.8005782,2.8753924"
45098,"Commandobunker Kemmel - Koude Oorlog","50.7762815,2.8167857"
45104,"Medisch fitnesscentrum Medifit","51.1536232,3.6104086"
45108,"Meulenbergs bvba","50.9910925,4.8407309"
45110,"Kunstof","50.9910925,4.8407309"
45113,"Vakantiewoning Casa Carisma","36.88447,-4.5854799"
45116,"Vakantieverblijf Botev Houses Bulgarije","43.3748473,26.6922637"
45119,"Vakantieverblijf A La Ferme du Château","50.01107,4.96239"
45122,"Outlet shopping Maasmechelen Village","51.0026814,5.7068273"
45125,"Bonnet Office Supplies","50.8867426,3.4322867"
45128,"Hostal California","36.7360516,-3.6830332"
45142,"Zonhoven in de prehistorie","50.9903613,5.3675559"
45147,"Bibliotheek Sint-Truiden","50.8138445,5.1875059"
45160,"Huis Marseille, Museum voor Fotografie","52.3676378,4.8848239"
45171,"Hobby-, school- en kantoorbenodigdheden Casi One","50.8523815,4.3538015"
45174,"Nonkel bvba","50.9200892,3.214209"
45177,"Kruiden- en Inspiratietuin Abdijsite Herkenrode","50.9568604,5.2782369"
45182,"Belevingscentrum Abdijsite Herkenrode","50.9568604,5.2782369"
45189,"Het Witloofmuseum","50.9538841,4.5956589"
45196,"Boekhandel De Boekenwolf","50.8317612,3.2536505"
45202,"Hooge Crater Museum 1914-1918","50.8466569,2.9396363"
45209,"Bed & breakfast Goudsbloempje","37.2809455,49.5924134"
45212,"Het Scheepvaartmuseum","52.371703,4.9148067"
45242,"KADOC Leuven","50.8754139,4.7043583"
45247,"Museum van de Nationale Bank van België","50.848849,4.3592517"
45258,"Museum Het Stadsmus","50.9298564,5.3418597"
45264,"Domein Kiewit Natuurcentrum","50.9623456,5.3658935"
45270,"Jenevermuseum","50.9327515,5.3407989"
45278,"Koninklijk Museum van het Leger en de Krijgsgeschiedenis","50.8625502,4.37966"
45288,"Boekhandel De Striep","51.202963,3.2252372"
45295,"Museum Dr. Guislain","51.0662275,3.7027151"
45301,"BRONKS","50.8531087,4.3461482"
45307,"MIAT - Museum over Industrie, Arbeid en Textiel","51.0597878,3.7293527"
45315,"Optiek Lichtaart","51.2197251,4.9108088"
45318,"[F] Experience Museum","50.7680588,2.7809998"
45335,"Museum Het Rembrandthuis","52.369369,4.901235"
45343,"Museum 't Grom","51.0611241,4.5018086"
45350,"Brussels Museum van de Molen en de Voeding","50.8719806,4.4061878"
45356,"Speelgoedwinkel Krokodil","51.210977,3.2207569"
45359,"Provinciaal Domein Puyenbroeck","51.152695,3.8637784"
45367,"Multatuli Huis","52.3774058,4.8910552"
45377,"Kunstencentrum BELGIE","50.9323199,5.3287958"
45380,"Optiek Tom De Bruyne","51.4008061,4.7610425"
45385,"Provinciaal Cultuurcentrum Caermersklooster","51.058257,3.7223098"
45390,"Reizen CIC","50.8560839,4.3523862"
45393,"Optiek Hons","51.0377197,5.720917"
45396,"Boekhandel De Reyghere","51.2084818,3.224074"
45401,"COLOMAplus - didactisch restaurant","51.0054313,4.4865151"
45407,"COLOMAplus - schoonheidssalon","51.0054313,4.4865151"
45409,"COLOMAPLUS - kapsalon","51.0054313,4.4865151"
45436,"Fit & Co","50.9551354,5.194096"
45446,"Noordzeeaquarium","51.21543,2.928656"
45454,"Gemeenschapscentrum De oude pastorie","50.9789908,4.3504414"
45461,"Partitura","51.3218862,4.9393677"
45471,"Haarzorg en bio-esthetiek","50.846277,4.3462801"
45476,"Ecomare","53.0776778,4.7451805"
45483,"Kopieservice Quality Colors","51.0411787,3.7254332"
45486,"Gemeenschapscentrum Forum","50.7785586,3.0452517"
45489,"Indoor skipiste Top Fit Ski-Piste","51.1932171,2.8451622"
45492,"Dierenpark De Oliemeulen","51.570679,5.062097"
45499,"Inter Fitness Center","51.0133698,4.1940854"
45502,"Pottelberg Bowling","50.814504,3.243697"
45512,"Het GlazenHuis","51.2306399,5.3081806"
45519,"Rederij Seastar","51.138615,2.7412398"
45525,"Fort Napoleon","51.2378977,2.9318097"
45532,"Stichting Logos","51.0617512,3.7312855"
45537,"Vakantieverblijf Villa Belvedere","49.4660556,3.7009986"
45544,"Ict-diensten","50.8637702,4.3930816"
45563,"Vakantieverblijf De&nbsp;Swaenhoeck","51.2173622,3.3529159"
45566,"Huis van de Evolutie","51.2178704,4.1298635"
45573,"Kasteel Beauvoorde","51.0159846,2.6561074"
45579,"Fietswinkel Fietsen Loomans","50.9204563,4.1827655"
45582,"Poldi Sport","50.9836599,5.7001683"
45585,"CC Muze","51.0262464,5.3240828"
45600,"Hobby-, school- en kantoorbenodigdheden Pandava","51.3122099,4.3979309"
45605,"Japsnoet","51.0662007,4.4566887"
45608,"Museum René De Clercq","50.8524311,3.3552467"
45615,"Kantoor- en schoolbenodigdheden Avoux","50.8372385,4.022322"
45626,"Kappers- en schoonheidssalon Sint-Agnesinstituut","51.1763717,4.3567769"
45632,"Bed & breakfast Brughia","51.208248,3.217451"
45635,"Grafisch Huis","50.8505487,3.6134565"
45643,"Bibliotheek Geraardsbergen","50.7688335,3.8756192"
45667,"PC-Deals","50.9726813,5.6895975"
45670,"Verzekeringen assuRAES","51.1568272,4.0448518"
45674,"Figurentheater Propop","51.3304995,4.9547034"
45684,"Sandra Strandfietsen","51.2352973,2.9190428"
45690,"Alfa Fitness","50.9794396,2.954554"
45697,"Vakantieverblijf Le Neu Moulin","50.4228606,5.8777499"
45702,"Fietswinkel Covemaecker","50.9329142,2.7425084"
45705,"Vakantieverblijf De&nbsp;Nysenhoeve","51.1310891,5.6751438"
45708,"Cliplijn","51.0608216,3.7477845"
45713,"Theater HETGEVOLG","51.3223503,4.9514009"
45718,"Fietswinkel Velotheek Steeman","51.0650272,4.0373914"
45724,"Topacademie Sifu Walter Toch","51.0358757,3.7618709"
45729,"Vakantieverblijf En&nbsp;Passant","50.7028793,3.6574416"
45732,"Bed & breakfast A la Vieille Ecole","43.6002168,-0.5453051"
45737,"Cinema De Keizer","51.0266708,3.1412229"
45743,"CopyContext","51.2133486,3.2459957"
45746,"Schoonheidsinstituut io","51.2048842,4.3891857"
45755,"Vakantieverblijf Holiday&nbsp;Suites","51.0788418,2.5174044"
45763,"Vakantieverblijf A&nbsp;Merveille","50.1883021,5.8315471"
45778,"Hotel Biskajer Adults Only","51.2113189,3.2258398"
45786,"Oberonn","50.9350655,5.3400108"
45794,"Belle Epoque Centrum","51.3155528,3.1318514"
45801,"Poëziecentrum vzw","51.0567752,3.7262298"
45806,"Vakantieverblijf Mas Le Mimosa","42.5754499,2.724202"
45818,"Burroo-Copy","50.8513952,2.8763587"
45823,"Eurogym bvba","50.9827125,5.4956208"
45826,"Gemeentelijk openluchtzwembad Hamme","51.0927021,4.1434274"
45829,"Fietsen Tom Verhavert","50.9409996,4.1374451"
45832,"Fietsen Saman","51.3870788,4.5880293"
45835,"Mergaerts Optiek","50.9882354,4.9750046"
45838,"Hobby-, school- en kantoorbenodigdheden Offint","51.0124356,5.073118"
45844,"Bed & breakfast Casa de Verao","40.2405528,-8.0077483"
45851,"Fietswinkel Rijwielen Jo&nbsp;Lambrecht","50.8543813,3.2856442"
45854,"modekleding.be","51.347978,4.6716467"
45858,"Wielermuseum Roeselare","50.944662,3.1269579"
45861,"Fietswinkel Sport Lieven","50.9924797,3.2588291"
45864,"Alco Lederwaren","51.1341432,4.5663924"
45867,"Tobie De Prins","51.2199917,4.4052414"
45870,"Da Vinci-museum","51.08995,4.91434"
45874,"Abdijboekhandel De&nbsp;Oude Linden","51.1029789,4.9075615"
45880,"Emile Van Dorenmuseum","50.966597,5.5110624"
45891,"Kantoor- en Schoolmaterialen Van Mechelen","51.3271745,4.9496057"
45894,"Triado","51.0553339,3.7291416"
45899,"Hotelschool Mol - restaurant","51.1863788,5.1132851"
45902,"Copy Consultants","50.9901159,4.8395822"
45905,"Sportvoeding en voedingssupplementen Olympia Sport","51.2948949,4.5754423"
45908,"Hagelands Heemkundig- en Seizoenarbeidersmuseum","50.9312211,4.917556"
45915,"Kantoorhandel Westlandia","51.0660915,3.1018732"
45918,"Flashprinter","51.2210575,4.4593498"
45921,"Tuinbouw 3master secundair","51.2359219,4.95878"
45924,"Dansschool Favole vzw","51.0550468,3.724516"
45931,"Vakantieverblijf Ferienpark Kronenburger See","50.36143,6.46802"
45938,"Vakantieverblijf Maison De Paepe","43.827226,4.5633169"
45941,"Kopieservice Klavertje-Vier","50.98762,5.0563322"
45944,"Vakantieverblijf Casa Rural El Olivar","37.2648272,-4.2825362"
45950,"Fietsen Mampaey","51.0940263,4.3660734"
45956,"Emile Verhaerenmuseum","51.0564595,4.2030356"
45965,"Bed & breakfast Cortijo La Haza","37.2204098,-4.3518878"
45968,"Buro Studio","50.9730462,5.6989941"
45971,"Bosmuseum Gerhagen","51.0520378,5.0360525"
45976,"Optiek Dumont en Optiek Dumont Kids","51.1861449,3.2103433"
45982,"Peter Benoit Museum en Geboortehuis","50.8559382,3.3098629"
45988,"Feestwinkel Festivalshop","50.9788042,4.9846419"
45991,"Fietswinkel Van de Sype","50.9046632,4.0196079"
45998,"Bibliotheek De Seylsteen Veurne","51.0700208,2.6616955"
46001,"Fietswinkel Rubelli-Sport","51.0130955,5.5802646"
46004,"i-fitness","51.1983047,4.4171997"
46007,"Purisol Project","50.8514802,3.3580254"
46010,"Vakantieverblijf Le Clair de Lune","50.2002587,5.6590863"
46016,"Artisan","50.992889,3.741513"
46019,"Kopieer- en printcenter Papier en Co","51.0428733,3.7253828"
46024,"PC Yellow","51.3050866,4.5667399"
46027,"Stadsbrouwerij De Koninck","51.1992882,4.415151"
46038,"Streekmuseum De Vier Ambachten","51.2814001,4.0519102"
46042,"Cultureel Centrum Jan Tervaert","51.1020948,4.1327923"
46054,"Kartonnen dozen","51.2061272,4.4322599"
46063,"Computerkliniek bvba","51.2063174,3.2400239"
46068,"School aan de waterkant","51.0348618,3.7321292"
46072,"Copyright Bookshop","51.0523121,3.7200821"
46082,"Plantentuin Meise","50.9284131,4.327203"
46097,"Vakantieverblijf Gîte d'Etape de Villers-Sainte-Gertrude","50.3612739,5.5795045"
46114,"Memorial Museum Passchendaele 1917","50.8709044,2.9865708"
46121,"Rederij De Gentenaer","51.055047,3.724468"
46124,"Hidrodoe, interactief waterdoecentrum","51.1919122,4.8156441"
46142,"Insectenmuseum Entomopolis","50.9218244,5.5822219"
46149,"Vakantieverblijf Stayokay","53.448139,5.6206287"
46155,"Gallo-Romeins Museum","50.7813575,5.4662087"
46162,"Familiepark Harry Malter","51.0227211,3.8213606"
46169,"SEA LIFE Blankenberge","51.3172607,3.1460273"
46176,"Vakantieverblijf Alfa Inn","51.3138936,3.1307823"
46188,"Hotel Casa del Maco","38.7145489,0.0524919"
46198,"Vakantieverblijf Hoevedomein Rietvelde","51.1218481,2.7492895"
46217,"In Flanders Fields Museum","50.8523067,2.8858415"
46263,"Vakantieverblijf La&nbsp;Manufacture","44.7039532,4.3650953"
46270,"Vakantieverblijf Villa au bord du lac","44.816741,1.294158"
46276,"Openluchtmuseum Bokrijk","50.9557615,5.4084206"
46283,"C-Aparthotel Zon en Zee Westende","51.158563,2.7636738"
46290,"ZOO Antwerpen","51.2184295,4.4215878"
46296,"Serpentarium","51.3163388,3.1284208"
46302,"Planckendael","50.9990974,4.5211793"
46312,"Technopolis","51.002223,4.4706939"
46322,"Blue-bike","50.9426272,4.0390501"
46333,"Kinepolis","50.8808481,4.7122238"
46336,"Vakantieverblijf Haus&nbsp;Lukas","47.483417,10.6155868"
46349,"Vakantieverblijf Vayamundo Quillan l'Espinet","42.875129,2.18546"
46356,"Bed & breakfast Le 4 Stagioni","42.992425,12.4796161"
46363,"Tankkaart DATS 24","50.9330478,4.0551877"
46374,"Museum voor Natuurwetenschappen","50.8365089,4.3764933"
46381,"Vakantieverblijf Wibrin","50.1459806,5.7194496"
46388,"Bed & breakfast Amoliv","39.7801543,-105.5253438"
46478,"Speelgoedmuseum Mechelen","51.030524,4.4912071"
46503,"Historium Brugge","51.2090042,3.2231232"
46520,"Jongerentravel","51.0497276,4.4799732"
46525,"Corendonshop","51.0497276,4.4799732"
46527,"Familieskivakanties.be","51.0497276,4.4799732"
46533,"Vakantieverblijf Le Soleil Souriant","44.358769,4.1898219"
46539,"Vakantieverblijf Château de Moulin le Comte","50.6459208,2.3364529"
46546,"Hotel Casa Bela Moura","37.1015116,-8.3853427"
46556,"Zee excursies Franlis - Oostende","51.2362068,2.9220875"
43730,"Brezan Autoparts","50.8858364,4.6714175"
43810,"Schleiper","50.8277619,4.3550822"
44040,"Bibliotheek Menen","50.7946635,3.1943052"
44128,"Koset","51.1022032,3.9877991"
44154,"Vakantieverblijf De&nbsp;Poezelhoekvallei","50.8402805,2.9944056"
44403,"Verfland","51.3097481,4.431434"
44430,"Bibliotheek Sint-Pieters-Leeuw","50.8047994,4.2856824"
44633,"CC Temse","51.1242488,4.2139116"
44656,"Refill Station","50.9948987,5.5170498"
44884,"Bibliotheek Pittem","51.0154716,3.261045"
44908,"Deno Computers","51.0624853,3.1017802"
44938,"Compu City","50.9568339,5.4841548"
44988,"Bibliotheek Bocholt","51.1893632,5.5180335"
45011,"Verlichting Light Gallery","51.2222878,3.2339554"
45070,"het MOT | Museum voor de Oudere Technieken","50.9367098,4.3726397"
45142,"Zonhoven in de prehistorie","50.9950677,5.4163512"
45356,"Speelgoedwinkel Krokodil","51.2408388,4.9692837"
45396,"Boekhandel De Reyghere","51.2138417,3.2502513"
45454,"Gemeenschapscentrum De oude pastorie","51.0097082,4.3538442"
45519,"Rederij Seastar","51.1338876,2.7599732"
45600,"Hobby-, school- en kantoorbenodigdheden Pandava","51.2524457,4.5011335"
45608,"Museum René De Clercq","50.8538996,3.35437"
45643,"Bibliotheek Geraardsbergen","50.7540272,3.9156047"
45832,"Fietsen Saman","51.4588463,4.4747999"
45858,"Wielermuseum Roeselare","50.949931,3.129445"
46004,"i-fitness","51.3257953,4.9282058"
46072,"Copyright Bookshop","51.2169062,4.3995765"
46104,"Vakantieverblijf Résidence&nbsp;Zahra","33.7658812,11.0188593"
46149,"Vakantieverblijf Stayokay","52.3690294,4.897333"
46217,"In Flanders Fields Museum","50.8508036,2.8857307"
46322,"Blue-bike","50.9847169,4.8242503"
46333,"Kinepolis","50.6656782,4.3796196"
46363,"Tankkaart DATS 24","50.74163,4.33613"
46525,"Corendonshop","51.2037695,4.4112637"
46527,"Familieskivakanties.be","51.2037695,4.4112637"
46556,"Zee excursies Franlis - Oostende","51.3305621,3.2026354"
43730,"Brezan Autoparts","51.0207735,5.3739095"
45011,"Verlichting Light Gallery","50.8696479,4.4589949"
46149,"Vakantieverblijf Stayokay","52.6102391,4.6506817"
46322,"Blue-bike","50.8454658,4.3571135"
46363,"Tankkaart DATS 24","51.1633973,5.1830492"
46363,"Tankkaart DATS 24","50.7879709,5.5033573"
46363,"Tankkaart DATS 24","51.0826633,3.1163753"
